"title","year","imdb","metascore","gross"
"Race",2008,6.7,-1,1367024
"Fireflies in the Garden",2008,6.5,34,3393161
"Henry Poole Is Here",2008,6.4,44,1836515
"Brideshead Revisited",2008,6.7,64,6414563
"Winter in Wartime",2008,7.0,66,542860
"College",2008,4.6,15,4693919
"100 Feet",2008,5.5,-1,-1
"Dragon Hunters",2008,6.6,-1,-1
"The Cottage",2008,6.1,-1,-1
"Adulthood",2008,6.6,-1,-1
"Flashbacks of a Fool",2008,6.8,-1,1664
"What Doesn't Kill You",2008,6.6,71,-1
"The Red Baron",2008,6.4,-1,36569
"Paris",2008,6.8,68,1005168
"Love Exposure",2008,8.1,78,-1
"Fashion",2008,6.9,-1,191442
"The Other Man",2008,5.4,34,-1
"One Week",2008,7.0,-1,-1
"Dance of the Dead",2008,5.8,-1,-1
"Amusement",2008,4.9,-1,-1
"My Spy",2008,5.3,-1,-1
"Cars of the Revolution",2008,8.0,-1,-1
"Tokyo Gore Police",2008,5.9,-1,-1
"Fifty Dead Men Walking",2008,6.9,57,-1
"Space Chimps",2008,4.5,36,30105968
"Me and Orson Welles",2008,6.7,73,1186957
"Extreme Movie",2008,3.7,-1,-1
"Aamir",2008,7.7,-1,-1
"Donkey Punch",2008,5.1,43,18378
"Soul Men",2008,6.4,49,12081447
"I Sell the Dead",2008,6.1,62,7066
"The Broken",2008,5.4,-1,-1
"Watch Out Ladies",2008,6.1,-1,691678
"Gangster's Paradise: Jerusalema",2008,7.3,53,4958
"Diary of a Nymphomaniac",2008,5.7,-1,-1
"Forever Strong",2008,7.2,37,630649
"Red",2008,7.0,61,3176
"Vaaranam Aayiram",2008,8.1,-1,-1
"First Sunday",2008,4.5,41,37931869
"The Machine Girl",2008,5.9,-1,-1
"Tokyo!",2008,7.1,63,351059
"The Secret of Moonacre",2008,6.1,-1,-1
"The Song of Sparrows",2008,7.9,74,115927
"The Haunting of Molly Hartley",2008,3.9,28,13350177
"Gigantic",2008,6.0,38,102079
"Big Fat Important Movie",2008,4.1,20,7001720
"Patrik, Age 1.5",2008,6.9,65,56299
"The Children of Huang Shi",2008,7.0,49,1027749
"The Ramen Girl",2008,6.3,-1,-1
"The First Day of the Rest of Your Life",2008,7.6,-1,-1
"Tokyo Sonata",2008,7.5,80,277315
"Little Ashes",2008,6.4,41,480339
"The Black Balloon",2008,7.2,68,87944
"Cruzando el límite",2008,7.1,-1,-1
"Dasavatharam",2008,7.2,-1,-1
"Cold Prey 2",2008,6.2,-1,-1
"Alien Raiders",2008,5.6,-1,-1
"Campamento castigo",2008,5.8,-1,-1
"A Fox's Tale",2008,2.0,-1,-1
"Incendiary",2008,5.8,-1,-1
"Surfer, Dude",2008,4.7,16,36497
"LOL (Laughing Out Loud) ®",2008,6.3,-1,-1
"The Silence of Lorna",2008,7.1,80,337696
"The Yellow Handkerchief",2008,6.7,62,317040
"Rudo y Cursi",2008,6.8,67,1826674
"Bhootnath",2008,6.3,-1,-1
"Passchendaele",2008,6.4,-1,-1
"The Alphabet Killer",2008,5.2,-1,29784
"L: Change the World",2008,6.1,-1,-1
"The Burrowers",2008,5.7,-1,-1
"The Objective",2008,5.5,26,2245000
"I Can't Think Straight",2008,6.5,-1,39373
"Good Dick",2008,6.4,54,15542
"El Almirante",2008,6.8,-1,-1
"Arn: The Kingdom at the End of the Road",2008,6.6,-1,-1
"Phoebe in Wonderland",2008,7.1,56,73361
"Vacancy 2: The First Cut",2008,5.0,-1,-1
"Babysitter Wanted",2008,5.4,-1,-1
"Reign of Government",2008,6.8,-1,1009065
"Summer Hours",2008,7.2,85,1641025
"Hero Wanted",2008,5.6,-1,-1
"Golmaal Returns",2008,5.1,-1,-1
"From Within",2008,5.6,-1,66456
"Fragments",2008,5.7,-1,-1
"Good",2008,6.2,40,23091
"Female Agents",2008,6.8,-1,-1
"Sauna",2008,6.3,-1,-1
"The Family That Preys",2008,5.7,49,37019849
"My Name Ain't Johnny",2008,7.2,-1,-1
"Dark Floors",2008,4.5,-1,-1
"A Christmas Tale",2008,7.0,84,1060602
"120",2008,7.3,-1,-1
"Hush",2008,6.0,-1,-1
"Meet the Browns",2008,4.4,45,41939392
"The Beautiful Person",2008,6.7,-1,-1
"While She Was Out",2008,4.8,40,-1
"The Ottoman Republic",2008,5.1,-1,-1
"Autopsy",2008,5.0,-1,-1
"Uncertainty",2008,5.8,45,36230
"Sleep Dealer",2008,6.0,59,75727
"Lemon Tree",2008,7.4,74,566052
"Genova",2008,6.0,-1,-1
"Kandisha",2008,5.9,-1,-1
"Krabat and the Legend of the Satanic Mill",2008,6.1,-1,-1
"Somers Town",2008,6.9,77,53971
"Three Kingdoms",2008,6.2,-1,-1
"Witless Protection",2008,3.3,17,4131640
"Dasvidaniya",2008,7.8,-1,-1
"Make It Happen",2008,5.5,-1,-1
"A Woman in Berlin",2008,7.1,74,291812
"Train",2008,4.7,-1,-1
"Solstice",2008,5.3,-1,-1
"Julia",2008,7.0,62,2110
"Mumbai Meri Jaan",2008,7.7,-1,13588
"Seraphine",2008,7.4,84,881839
"Jannat: In Search of Heaven...",2008,6.9,-1,-1
"Center Stage: Turn It Up",2008,6.1,-1,-1
"The Other End of the Line",2008,6.2,40,115504
"Mum & Dad",2008,5.9,-1,-1
"Restraint",2008,6.1,-1,-1
"Cass",2008,6.5,-1,-1
"The Last Deadly Mission",2008,6.7,-1,-1
"El mundo es grande y la felicidad se esconde en cualquier esquina",2008,8.0,-1,-1
"Visioneers",2008,6.0,-1,-1
"Autumn",2008,7.8,-1,-1
"Troubled Water",2008,7.6,-1,-1
"Dante 01",2008,4.9,-1,-1
"Dying Breed",2008,5.3,-1,-1
"Cerezos en flor",2008,7.6,62,103797
"Long Weekend",2008,5.1,-1,-1
"Kit Kittredge: An American Girl",2008,6.5,63,17655201
"House",2008,4.6,24,574940
"Sleepwalking",2008,6.1,40,168972
"Goodbye Solo",2008,7.3,89,871275
"Silent Wedding",2008,7.9,-1,-1
"The Square",2008,6.7,75,47174
"The Echo",2008,5.6,-1,-1
"Vinyan",2008,5.2,-1,-1
"Jalsa",2008,7.3,-1,-1
"Dorothy Mills",2008,6.0,-1,-1
"Shuttle",2008,5.7,-1,10625
"Everlasting Moments",2008,7.5,80,606126
"The Sky Crawlers",2008,6.8,-1,-1
"Were the World Mine",2008,6.9,-1,119563
"Disgrace",2008,6.6,71,66643
"Birds of America",2008,6.1,-1,-1
"Günesin Oglu",2008,7.1,-1,-1
"Kismat Konnection",2008,5.2,-1,479759
"Terribly Happy",2008,6.8,74,70059
"Strictly Sexual",2008,6.3,-1,-1
"The Poker House",2008,6.4,-1,-1
"O... Çocuklari",2008,6.5,-1,-1
"Sorry to Disturb",2008,8.0,-1,-1
"Otis",2008,6.0,-1,-1
"Tashan",2008,3.8,-1,428923
"Last Stop 174",2008,7.1,-1,-1
"Perdona si te llamo amor",2008,6.2,-1,-1
"Sin aire",2008,7.6,-1,-1
"Involuntary",2008,7.1,74,-1
"The Horseman",2008,6.5,-1,-1
"Cigoto",2008,7.4,-1,-1
"Camino",2008,7.5,-1,-1
"Is Anybody There?",2008,6.7,54,2024225
"Sugar",2008,7.2,82,1081922
"The Masked Gang: Cyprus",2008,3.0,-1,-1
"Tunnel Rats",2008,4.7,-1,-1
"The Headless Woman",2008,6.6,81,99775
"Boogeyman 3",2008,4.7,-1,-1
"Camille",2008,6.0,-1,3849
"Ca$h",2008,6.0,-1,-1
"Painted Skin",2008,6.3,-1,-1
"The Messenger",2008,6.8,-1,-1
"Sita Sings the Blues",2008,7.6,93,-1
"Hipsters",2008,7.1,67,-1
"The Man Who Loved Yngve",2008,7.0,-1,-1
"Jolene",2008,6.4,31,-1
"Baghead",2008,6.0,62,140016
"Deal",2008,5.4,35,57180
"Afterschool",2008,6.1,66,2606
"Fatso",2008,5.6,-1,-1
"35 Shots of Rum",2008,7.1,92,177511
"Bathory: Countess of Blood",2008,5.8,-1,-1
"Gardens of the Night",2008,6.9,43,-1
"ThanksKilling",2008,4.2,-1,-1
"Home Movie",2008,5.6,-1,-1
"Home",2008,7.0,67,-1
"August",2008,5.3,39,11762
"Rovdyr",2008,5.1,-1,-1
"Bart Got a Room",2008,5.6,57,53760
"Prince",2008,4.1,-1,570090
"Private Valentine: Blonde & Dangerous",2008,4.3,-1,-1
"Bad Biology",2008,4.7,-1,-1
"Mid-August Lunch",2008,7.0,75,673721
"Moscow, Belgium",2008,7.2,68,-1
"Midnight Movie",2008,5.2,-1,-1
"Dream Boy",2008,6.2,-1,6319
"The Longshots",2008,5.4,52,11508423
"Adam Resurrected",2008,6.3,58,-1
"Semum",2008,5.0,-1,-1
"Shaurya: It Takes Courage to Make Right... Right",2008,7.3,-1,-1
"Take the Trash",2008,5.8,-1,-1
"A Frozen Flower",2008,7.1,-1,-1
"An Empress and the Warriors",2008,5.8,-1,-1
"Caos Calmo",2008,6.8,51,10060
"Trailer Park of Terror",2008,5.2,-1,-1
"Stone of Destiny",2008,6.8,-1,-1
"Cape No. 7",2008,6.9,-1,-1
"Scandal Makers",2008,7.2,-1,-1
"Afterwards",2008,5.8,-1,-1
"Conspiracy",2008,4.6,-1,-1
"How to Be",2008,5.5,-1,-1
"Nothing Like the Holidays",2008,6.1,50,7502429
"God You Are Great",2008,3.6,-1,220000
"Tony Manero",2008,6.8,72,-1
"A Film with Me in It",2008,6.7,-1,-1
"Naruto Shippûden The Movie: Bonds",2008,7.0,-1,-1
"Blackout",2008,5.0,-1,-1
"Dream",2008,6.6,-1,-1
"Chiko",2008,6.8,-1,-1
"Cyborg She: Cyborg Girl",2008,7.0,-1,-1
"Middle of Nowhere",2008,6.5,-1,-1
"Ichi",2008,6.6,-1,-1
"We Are from the Future",2008,6.7,-1,-1
"Blonde and Blonder",2008,2.8,-1,42183
"Clubbed",2008,6.8,-1,-1
"Asylum",2008,4.1,-1,-1
"Breathing Room",2008,4.3,-1,-1
"My Talks with Dean Spanley",2008,7.2,-1,-1
"El Musical (Valami Amerika)",2008,6.8,-1,-1
"Garden Party",2008,5.5,31,19853
"Secretos de Estado",2008,6.4,-1,-1
"Kung fu basket",2008,4.9,-1,-1
"Un novio para mi mujer",2008,6.7,-1,-1
"The Deal",2008,5.6,-1,-1
"Columbus Day",2008,5.3,-1,-1
"Eskalofrío",2008,6.0,-1,-1
"Johnny Mad Dog",2008,6.8,45,-1
"Skin",2008,6.9,62,-1
"Nothing to Lose",2008,7.1,-1,-1
"Finding Amanda",2008,5.5,51,56408
"Adoration",2008,6.3,64,293614
"Dakota Skye",2008,6.6,-1,-1
"Inglourious Basterds",2009,8.3,69,120540719
"Avatar",2009,7.8,83,760507625
"Up",2009,8.2,88,293004164
"The Hangover",2009,7.7,73,277322503
"District 9",2009,7.9,81,115646235
"Sherlock Holmes",2009,7.6,57,209028679
"Star Trek",2009,7.9,82,257730019
"Zombieland",2009,7.6,73,75590286
"Watchmen",2009,7.6,56,107509799
"500 Days of Summer",2009,7.7,76,32391374
"Harry Potter and the Half-Blood Prince",2009,7.6,78,301959197
"X-Men Origins: Wolverine",2009,6.6,40,179883157
"Transformers: Revenge of the Fallen",2009,6.0,35,402111870
"2012",2009,5.8,49,166112167
"Terminator Salvation",2009,6.5,49,125322469
"3 Idiots",2009,8.4,67,6532908
"Moon",2009,7.9,67,5009677
"Up in the Air",2009,7.4,83,83823381
"The Proposal",2009,6.7,48,163958031
"The Blind Side",2009,7.6,53,255959475
"Public Enemies",2009,7.0,70,97104620
"Angels & Demons",2009,6.7,48,133375846
"Law Abiding Citizen",2009,7.4,34,73343413
"The Twilight Saga: New Moon",2009,4.7,44,296623634
"Fast & Furious",2009,6.6,46,155064265
"Hachi: A Dog's Tale",2009,8.1,-1,-1
"The Road",2009,7.2,64,56692
"Ice Age: Dawn of the Dinosaurs",2009,6.9,50,196573705
"Knowing",2009,6.2,41,79957634
"Mr. Nobody",2009,7.8,63,3600
"The Girl with the Dragon Tattoo",2009,7.8,76,10095170
"The Ugly Truth",2009,6.4,28,88915214
"Cloudy with a Chance of Meatballs",2009,6.9,66,124870275
"G.I. Joe: The Rise of Cobra",2009,5.8,32,152267519
"Fantastic Mr. Fox",2009,7.9,83,21002919
"Coraline",2009,7.7,80,75286229
"I Love You, Man",2009,7.0,70,71440011
"The Secret in Their Eyes",2009,8.2,80,6391436
"Orphan",2009,6.9,42,41596251
"Drag Me to Hell",2009,6.5,83,42100625
"The Taking of Pelham 123",2009,6.4,55,65452312
"17 Again",2009,6.3,48,64167069
"Night at the Museum 2",2009,6.0,42,177243721
"Surrogates",2009,6.3,45,38577772
"Mary and Max",2009,8.1,-1,-1
"He's Just Not That Into You",2009,6.4,47,93953653
"The Lovely Bones",2009,6.7,42,43818839
"Adventureland",2009,6.8,76,16025394
"Underworld: Rise of the Lycans",2009,6.6,44,45802315
"Invictus",2009,7.3,74,37491364
"Monsters vs. Aliens",2009,6.4,56,198351526
"The Imaginarium of Doctor Parnassus",2009,6.8,65,7689607
"Brüno",2009,5.8,54,60054530
"Pandorum",2009,6.7,28,10330853
"The Time Traveler's Wife",2009,7.1,47,63414846
"Crank 2: High Voltage",2009,6.2,41,13630226
"State of Play",2009,7.1,64,37017955
"A Serious Man",2009,7.0,84,9190525
"9",2009,7.1,60,31743332
"Gamer",2009,5.8,27,20488579
"An Education",2009,7.3,85,12574715
"The Invention of Lying",2009,6.4,58,18439082
"The Men Who Stare at Goats",2009,6.2,54,32416109
"The Princess and the Frog",2009,7.1,73,104400899
"Daybreakers",2009,6.4,57,30101577
"Antichrist",2009,6.6,49,397070
"Jennifer's Body",2009,5.2,47,16204793
"Funny People",2009,6.3,60,51855045
"Brothers",2009,7.1,58,28501651
"The Boat That Rocked",2009,7.4,58,7994115
"Julie & Julia",2009,7.0,66,94125426
"A Single Man",2009,7.6,77,9166863
"Push",2009,6.1,36,31806100
"Precious",2009,7.3,78,47395661
"Exam",2009,6.8,-1,-1
"Paul Blart: Mall Cop",2009,5.2,39,20819129
"Triangle",2009,6.9,-1,-1
"Saw VI",2009,6.0,30,27693292
"Couples Retreat",2009,5.5,23,109205660
"A Christmas Carol",2009,6.8,55,137855863
"Where the Wild Things Are",2009,6.7,71,77233467
"Bride Wars",2009,5.5,24,58715510
"Friday the 13th",2009,5.5,34,65002019
"The Final Destination",2009,5.2,30,66477700
"Splice",2009,5.7,66,16999046
"A Prophet",2009,7.9,90,2084637
"Year One",2009,4.9,34,43337279
"I Love You Phillip Morris",2009,6.6,65,2035566
"The International",2009,6.5,52,25450527
"The Girl Who Played with Fire",2009,7.2,66,9081782
"My Sister's Keeper",2009,7.4,51,49200230
"The Box",2009,5.6,47,15045676
"It's Complicated",2009,6.5,57,112735375
"The Last House on the Left",2009,6.5,42,32752215
"Ghosts of Girlfriends Past",2009,5.8,34,55250026
"Harry Brown",2009,7.2,55,1818681
"Crazy Heart",2009,7.2,83,39462438
"Dogtooth",2009,7.3,73,110248
"Case 39",2009,6.2,25,13248477
"The Uninvited",2009,6.3,43,28573173
"Confessions of a Shopaholic",2009,5.9,38,44277350
"Bad Lieutenant",2009,6.6,69,1697956
"The Fourth Kind",2009,5.9,34,25464480
"The Human Centipede (First Sequence)",2009,4.4,33,181467
"Youth in Revolt",2009,6.4,63,15281286
"Whatever Works",2009,7.1,45,5306447
"Enter the Void",2009,7.3,69,336467
"Dragonball Evolution",2009,2.5,45,9353573
"Chloe",2009,6.3,48,3074838
"Solomon Kane",2009,6.1,48,-1
"[Rec]²",2009,6.5,52,27766
"The White Ribbon",2009,7.8,82,2222647
"Ninja Assassin",2009,6.3,34,38105077
"The Girl Who Kicked the Hornets' Nest",2009,7.3,60,5188972
"A Perfect Getaway",2009,6.5,63,15483540
"Agora",2009,7.2,55,617840
"Land of the Lost",2009,5.3,32,49438370
"Dead Snow",2009,6.3,61,41709
"Whip It",2009,6.9,68,13043363
"Cell 211",2009,7.6,-1,-1
"The Informant!",2009,6.4,66,33313582
"The Boondock Saints II: All Saints Day",2009,6.3,24,10269307
"Observe and Report",2009,5.8,54,23993605
"Brooklyn's Finest",2009,6.7,43,27154426
"Dorian Gray",2009,6.3,-1,-1
"The Haunting in Connecticut",2009,5.9,33,55389516
"Fish Tank",2009,7.3,81,373060
"Everybody's Fine",2009,7.1,47,8855646
"The Collector",2009,6.4,29,7706394
"The Young Victoria",2009,7.3,64,11001272
"Fanboys",2009,6.6,45,688529
"Valhalla Rising",2009,6.1,61,17546
"Race to Witch Mountain",2009,5.7,52,67172594
"In the Loop",2009,7.4,83,2384044
"My Bloody Valentine",2009,5.4,51,51545952
"Away We Go",2009,7.0,58,9451946
"The Soloist",2009,6.7,61,31670931
"Mother",2009,7.8,79,547292
"Planet 51 (Planet One)",2009,6.0,39,42086887
"The Unborn",2009,4.8,30,42670410
"Halloween II",2009,4.9,35,33392973
"Duplicity",2009,6.1,69,40572825
"The Rebound",2009,6.3,-1,-1
"Black Dynamite",2009,7.4,65,228477
"About Elly",2009,8.0,87,106662
"Extract",2009,6.1,61,10814185
"The Descent: Part 2",2009,5.8,-1,-1
"Carriers",2009,6.0,-1,90820
"Alvin and the Chipmunks: The Squeakquel",2009,4.5,41,219614612
"Cirque du Freak: The Vampire's Assistant",2009,5.8,43,14046595
"District 13: Ultimatum",2009,6.5,64,36039
"G-Force",2009,5.1,41,119436770
"Thirst",2009,7.1,73,296441
"Nine",2009,5.8,49,24000000
"The Pink Panther 2",2009,5.6,36,35922978
"Fired Up!",2009,6.1,31,17231291
"The Damned United",2009,7.5,81,449558
"The House of the Devil",2009,6.4,73,100659
"Notorious",2009,6.7,60,36842118
"All About Steve",2009,4.8,17,33860010
"Hannah Montana: The Movie",2009,4.5,47,79566871
"Coco Before Chanel",2009,6.7,65,6109075
"The Joneses",2009,6.5,55,1474508
"Broken Embraces",2009,7.2,76,5014305
"Spread",2009,5.8,43,249590
"Did You Hear About the Morgans?",2009,4.9,27,29580087
"The Loved Ones",2009,6.6,73,-1
"Whiteout",2009,5.5,-1,10275638
"World's Greatest Dad",2009,6.9,69,221210
"Middle Men",2009,6.8,60,723714
"After.Life",2009,5.9,36,108229
"Soul Kitchen",2009,7.3,76,274385
"Old Dogs",2009,5.4,19,49492060
"Defendor",2009,6.8,57,44462
"Nowhere Boy",2009,7.1,67,1445366
"The Tournament",2009,6.1,-1,-1
"The Messenger",2009,7.1,77,66637
"Adam",2009,7.2,56,2277396
"Thick as Thieves",2009,6.0,-1,-1
"I Love You, Beth Cooper",2009,5.3,32,14793904
"Astro Boy",2009,6.3,53,19548064
"Frequently Asked Questions About Time Travel",2009,7.1,-1,-1
"Fighting",2009,5.6,61,23036320
"The Breath",2009,8.0,-1,-1
"Yahsi Bati - The Ottoman Cowboys",2009,7.4,-1,-1
"The Stepfather",2009,5.6,33,29062561
"Blood and Bone",2009,6.7,-1,-1
"Sin Nombre",2009,7.6,77,2534351
"The Secret of Kells",2009,7.6,81,686383
"Love Happens",2009,5.7,33,22927390
"City Island",2009,7.4,66,6670712
"Armoured",2009,5.7,50,15988876
"Obsessed",2009,5.0,25,68261644
"Micmacs",2009,7.2,62,1260917
"Sorority Row",2009,5.1,24,11956207
"Dev.D",2009,8.0,-1,10950
"Taking Woodstock",2009,6.7,55,7443007
"Wake Up Sid",2009,7.6,-1,717977
"I Killed My Mother",2009,7.5,77,-1
"12 Rounds",2009,5.6,38,12232937
"Leaves of Grass",2009,6.4,58,68009
"Summer Wars",2009,7.5,63,78182
"Bright Star",2009,6.9,81,4444637
"The Disappearance of Alice Creed",2009,6.7,65,166980
"Universal Soldier: Regeneration",2009,5.2,70,-1
"Street Fighter: The Legend of Chun-Li",2009,3.7,17,8742261
"Red Cliff II",2009,7.6,-1,627047
"Crossing Over",2009,6.7,38,454149
"The Hole",2009,5.7,57,-1
"Get Low",2009,7.0,77,9176553
"Hotel for Dogs",2009,5.4,51,73034460
"New in Town",2009,5.6,29,16734283
"Horsemen",2009,5.6,-1,-1
"Doghouse",2009,6.0,-1,-1
"Ink",2009,6.9,-1,-1
"The Goods: Live Hard, Sell Hard",2009,5.8,39,15102127
"Aliens in the Attic",2009,5.4,42,25200412
"Miss March",2009,5.0,7,4542775
"I Am Love",2009,7.0,79,5005465
"Survival of the Dead",2009,4.9,43,101740
"Ondine",2009,6.8,65,548934
"Lesbian Vampire Killers",2009,5.1,-1,-1
"The Limits of Control",2009,6.3,41,425025
"Cracks",2009,6.7,54,17595
"Recep Ivedik 2",2009,4.2,-1,-1
"Echelon Conspiracy",2009,5.8,26,500154
"Cargo",2009,6.1,-1,-1
"Rocket Singh: Salesman of the Year",2009,7.5,-1,-1
"The Butterfly Effect 3: Revelations",2009,5.6,-1,-1
"Love and Other Impossible Pursuits",2009,6.3,37,20585
"Wanted",2009,6.6,-1,-1
"Driving Aphrodite",2009,5.9,34,8662318
"Shrink",2009,6.6,40,189332
"Unlikely Hero",2009,6.6,37,15388
"Rampage",2009,6.2,-1,-1
"The Great Warrior",2009,7.6,-1,-1
"The Last Station",2009,7.0,76,6616974
"The Grudge 3",2009,4.7,-1,-1
"El concierto",2009,7.6,60,657194
"In the Electric Mist",2009,6.1,-1,-1
"Kaminey",2009,7.4,-1,1286143
"Castaway on the Moon",2009,8.1,-1,-1
"Looking for Eric",2009,7.2,66,55804
"Fame",2009,5.1,39,22455510
"The Girlfriend Experience",2009,5.5,66,695417
"The Heist",2009,6.1,-1,-1
"Solitary Man",2009,6.3,69,4360548
"Evangelion: 2.0 You Can (Not) Advance",2009,8.0,-1,133640
"The Horde",2009,5.9,-1,-1
"Love Nowadays",2009,6.8,-1,2425386
"Blood: The Last Vampire",2009,5.3,28,257412
"The New Daughter",2009,5.3,-1,-1
"Powder Blue",2009,6.3,-1,-1
"Creation",2009,6.7,51,340611
"Gulaal",2009,8.1,-1,-1
"Bandslam",2009,6.3,66,5205343
"Imagine That",2009,5.6,54,16088610
"The Killing Room",2009,5.7,-1,-1
"Post Grad",2009,5.3,35,6373693
"Bitch Slap",2009,4.4,19,17365
"The Slammin' Salmon",2009,6.4,40,41588
"Polytechnique",2009,7.2,63,-1
"S. Darko",2009,3.6,-1,-1
"OSS 117: Lost in Rio",2009,6.9,58,87353
"The Private Lives of Pippa Lee",2009,6.4,49,-1
"Cabin Fever 2: Spring Fever",2009,4.3,-1,-1
"Stan Helsing",2009,3.6,-1,-1
"Ajab Prem Ki Ghazab Kahani",2009,6.3,-1,-1
"Tetro",2009,6.8,65,518522
"Nine Dead",2009,5.5,-1,-1
"Desert Flower",2009,7.4,54,44348
"Timer",2009,6.5,-1,-1
"Petit Nicolas",2009,7.1,-1,-1
"Ninja",2009,5.5,-1,-1
"Beyond a Reasonable Doubt",2009,5.9,35,32409
"Five Minutes of Heaven",2009,6.6,62,13217
"Veronika Decides to Die",2009,6.4,-1,-1
"Amelia",2009,5.8,37,14241034
"Dread",2009,5.7,-1,-1
"Dance Flick",2009,3.5,40,25615792
"Shinjuku Incident",2009,7.0,63,-1
"Mother and Child",2009,7.2,64,1110286
"Blood Creek",2009,5.3,-1,-1
"Vavien",2009,7.5,-1,-1
"The Thaw",2009,5.2,-1,-1
"Redline",2009,7.5,-1,-1
"Madea Goes to Jail",2009,4.5,50,90485233
"Father",2009,7.2,30,199228
"Lebanon: The Soldier's Journey",2009,6.9,85,367798
"Gentlemen Broncos",2009,6.2,28,113155
"Labor Pains",2009,4.8,-1,-1
"Chéri",2009,6.2,63,2708188
"The Revenant",2009,6.3,57,-1
"Billu",2009,6.2,-1,753515
"City of Life and Death",2009,7.7,85,119922
"New York",2009,6.8,35,981866
"Next Day Air",2009,5.8,46,10017041
"Merantau",2009,6.7,-1,-1
"The Misfortunates",2009,7.4,54,-1
"Shell Shock",2009,6.5,-1,-1
"The Boys Are Back",2009,6.8,57,809752
"Heartless",2009,6.0,58,2033
"Mammoth",2009,6.8,51,8530
"Kolpaçino",2009,6.2,-1,-1
"Surviving Summer",2009,6.1,-1,-1
"Cold Souls",2009,6.4,69,903148
"My Son, My Son, What Have Ye Done",2009,6.3,59,-1
"I Can Do Bad All by Myself",2009,4.5,55,51733921
"Gary the Tennis Coach",2009,5.5,-1,-1
"Luck by Chance",2009,7.0,58,355492
"I Saw the Sun",2009,6.5,-1,-1
"Dream.net",2009,1.8,-1,-1
"The Good Guy",2009,5.8,47,100503
"Night Train",2009,5.7,-1,-1
"Big Fan",2009,6.7,70,234422
"Infestation",2009,5.9,-1,-1
"Mystery Team",2009,6.7,42,77126
"The Hedgehog",2009,7.4,64,-1
"The Greatest",2009,6.6,45,115862
"My One and Only",2009,6.5,62,2475970
"Ayan",2009,7.4,-1,-1
"Arthur and the Great Adventure",2009,5.3,-1,347136
"Personal Effects",2009,6.2,-1,-1
"Pope Joan",2009,6.7,-1,-1
"I Hope They Serve Beer in Hell",2009,5.3,26,1425993
"I Hate Valentine's Day",2009,4.7,17,10060
"Paper Heart",2009,6.0,54,1269361
"After Last Season",2009,1.6,-1,-1
"Nativity!",2009,6.4,-1,-1
"Wake Wood",2009,5.5,-1,-1
"St Trinian's 2: The Legend of Fritton's Gold",2009,5.4,-1,-1
"Serious Moonlight",2009,5.4,36,25137
"Made in China",2009,4.0,44,921738
"Laid to Rest",2009,5.3,-1,-1
"Sobreviviendo al amor",2009,5.6,-1,-1
"Grace",2009,5.1,52,6174
"The Countess",2009,6.2,-1,-1
"American Virgin",2009,4.3,-1,-1
"Tenderness",2009,5.5,-1,-1
"Pánico en la granja",2009,7.5,70,165349
"Guardaespaldas y asesinos",2009,6.8,-1,-1
"From Beginning to End",2009,6.6,-1,-1
"The Vicious Kind",2009,6.9,65,-1
"Metropía",2009,6.3,47,-1
"Mao's Last Dancer",2009,7.3,55,4806750
"High Lane",2009,5.6,-1,-1
"De Dana Dan",2009,5.4,-1,944979
"Possession",2009,5.5,-1,-1
"Book of Blood",2009,5.3,-1,-1
"Night of the Demons",2009,4.7,-1,-1
"Welcome",2009,7.5,61,13461
"Cherrybomb",2009,6.0,-1,-1
"Delhi-6",2009,6.1,45,879913
"Trailer Park Boys: Countdown to Liquor Day",2009,7.4,-1,-1
"Baaria",2009,6.9,-1,4900
"White Material",2009,6.9,81,302819
"Nadie sabe nada de gatos persas",2009,7.1,71,79848
"Life During Wartime",2009,6.4,69,278821
"Dolan's Cadillac",2009,5.7,-1,-1
"Damage",2009,5.7,-1,-1
"Kill Theory",2009,5.4,-1,-1
"Shorts",2009,4.7,53,20916309
"Love in Another Language",2009,7.3,-1,-1
"La teta asustada",2009,6.7,68,10376
"Neseli Hayat",2009,6.1,-1,-1
"Incredible Love",2009,3.8,-1,1445739
"44 Inch Chest",2009,5.8,47,-1
"Undertow",2009,7.7,76,-1
"Perrier's Bounty",2009,6.4,47,828
"The Devil's Tomb",2009,3.7,-1,-1
"Don't Look Back",2009,5.8,-1,-1
"El caso Farewell",2009,7.0,74,-1
"Today's Special",2009,6.6,57,400654
"The Answer Man",2009,6.4,44,25589
"Cairo Time",2009,6.6,67,1602045
"Coco Chanel & Igor Stravinsky",2009,6.4,56,1724882
"The Winning Season",2009,6.6,53,-1
"Vengeance",2009,6.5,76,-1
"Air Doll",2009,6.9,64,-1
"Tormented",2009,5.1,-1,-1
"City of War: The Story of John Rabe",2009,7.2,57,67255
"Give 'em Hell Malone",2009,5.9,-1,-1
"Eyes Wide Open",2009,7.3,70,24708
"Monpura",2009,8.6,-1,-1
"Ajami",2009,7.3,82,621240
"Mulan: Legendary Warrior",2009,6.8,-1,-1
"Women in Trouble",2009,5.7,43,-1
"Grotesque",2009,4.7,-1,-1
