"title","year","imdb","metascore","gross"
"Masterminds",2015,5.8,47,17356894
"The SpongeBob Movie: Sponge Out of Water",2015,6.0,62,162994032
"Ip Man 3",2015,7.1,57,2679437
"Man Up",2015,6.8,69,-1
"Hot Pursuit",2015,5.2,31,34507079
"Sinister 2",2015,5.3,32,27736779
"Love",2015,6.1,51,-1
"The Colony",2015,7.1,33,-1
"A Man Called Ove",2015,7.7,70,3358518
"Scouts Guide to the Zombie Apocalypse",2015,6.3,32,3635292
"Son of Saul",2015,7.5,91,1777043
"Far from the Madding Crowd",2015,7.1,71,12229314
"The Ridiculous 6",2015,4.8,18,-1
"Circle",2015,6.0,-1,-1
"Secret in Their Eyes",2015,6.3,45,20180155
"Slow West",2015,6.9,72,229094
"Snoopy and Charlie Brown: The Peanuts Movie",2015,7.1,67,130178411
"Dark Places",2015,6.2,39,-1
"Maggie",2015,5.6,52,187112
"Look Who's Back",2015,7.1,-1,-1
"The Lazarus Effect",2015,5.2,31,25799043
"Sleeping with Other People",2015,6.5,64,814775
"Absolutely Anything",2015,6.0,31,-1
"Last Knights",2015,6.2,27,-1
"The Transporter Refuelled",2015,5.2,32,16029670
"The Gunman",2015,5.8,39,10640645
"The Boy Next Door",2015,4.7,30,35385560
"High-Rise",2015,5.6,65,343139
"Shaun the Sheep Movie",2015,7.3,81,19375982
"Regression",2015,5.7,32,54734
"Hot Tub Time Machine 2",2015,5.1,29,12282677
"The Stanford Prison Experiment",2015,6.9,67,643557
"We Are Your Friends",2015,6.2,46,3590010
"The 33",2015,6.9,55,12188642
"Mustang",2015,7.6,83,845464
"McFarland",2015,7.4,60,44469602
"Land of Mine",2015,7.8,75,435266
"The Final Girls",2015,6.6,59,-1
"Paul Blart: Mall Cop 2",2015,4.4,13,71038190
"The Wave",2015,6.7,68,176637
"Unfinished Business",2015,5.4,32,10214013
"Dilwale",2015,5.1,-1,4830637
"The Second Best Exotic Marigold Hotel",2015,6.6,51,33078266
"Survivor",2015,5.6,28,-1
"Bajirao Mastani",2015,7.2,-1,6557047
"45 Years",2015,7.1,94,4250507
"Talvar",2015,8.2,-1,342370
"Cop Car",2015,6.3,66,128002
"Danny Collins",2015,7.0,58,5348317
"The Diary of a Teenage Girl",2015,6.9,87,1477002
"The Brand New Testament",2015,7.1,70,89182
"Piku",2015,7.6,-1,-1
"The End of the Tour",2015,7.3,82,2993669
"Z for Zachariah",2015,6.0,68,118483
"Heist",2015,6.1,37,-1
"Equals",2015,6.1,43,32095
"Code Name: K.O.Z.",2015,1.9,-1,-1
"A Bigger Splash",2015,6.4,74,1982505
"Tangerine",2015,7.1,86,701837
"Tale of Tales",2015,6.4,72,80809
"Turbo Kid",2015,6.7,60,50000
"Tanu Weds Manu Returns",2015,7.6,-1,-1
"The Lady in the Van",2015,6.7,70,10017675
"Max",2015,6.7,47,42652003
"Mistress America",2015,6.7,75,2461121
"Paranormal Activity: The Ghost Dimension",2015,4.6,30,18300124
"Knight of Cups",2015,5.7,53,558402
"A Walk in the Woods",2015,6.3,51,29467855
"Fathers & Daughters",2015,7.1,31,-1
"Masaan",2015,8.2,-1,-1
"Tamasha",2015,7.3,-1,1980235
"Main Gabbar",2015,7.1,-1,-1
"Remember",2015,7.5,52,637555
"Ricki and the Flash",2015,5.9,54,26822144
"Little Boy",2015,7.4,30,6420319
"Badlapur",2015,7.4,-1,370843
"Spooks: The Greater Good",2015,6.2,47,-1
"Jane Got a Gun",2015,5.9,49,1512815
"Christmas with the Coopers",2015,5.8,31,26284475
"Mississippi Grind",2015,6.4,77,129747
"Embrace of the Serpent",2015,7.9,82,1329249
"Our Brand Is Crisis",2015,6.1,53,6998324
"A Perfect Day",2015,6.8,60,-1
"Dragon Ball Z: Resurrection 'F'",2015,7.3,-1,8008363
"The Boy and the Beast",2015,7.7,65,446142
"Barely Lethal",2015,5.4,44,-1
"Kidnapping Freddy Heineken",2015,6.1,33,-1
"Detective Byomkesh Bakshy!",2015,7.6,-1,579055
"The Gallows",2015,4.2,30,22757819
"Into the Forest",2015,5.8,59,6438
"I",2015,7.4,-1,-1
"Truth",2015,6.8,66,2541554
"February",2015,5.9,68,19980
"Hello, My Name Is Doris",2015,6.6,63,14443077
"By the Sea",2015,5.3,44,531009
"Tracers",2015,5.6,45,-1
"Ali Baba and the Seven Dwarfs",2015,5.8,-1,-1
"Dragon Blade",2015,6.0,41,74068
"Suburra",2015,7.4,-1,-1
"Dum Laga Ke Haisha",2015,7.5,-1,-1
"He Never Died",2015,6.4,72,-1
"Manjhi: The Mountain Man",2015,8.0,-1,-1
"Experimenter",2015,6.6,81,155075
"Miss You Already",2015,6.8,59,1162653
"Prem Ratan Dhan Payo",2015,4.5,-1,4364639
"Bilal: A New Breed of Hero",2015,7.9,52,500200
"We Are Still Here",2015,5.7,65,-1
"The Devil's Candy",2015,6.4,72,-1
"Premam",2015,8.3,-1,178000
"Alvin and the Chipmunks: The Road Chip",2015,5.0,33,85886987
"Southbound",2015,5.9,58,6250
"Thani Oruvan",2015,8.4,-1,-1
"The Program",2015,6.5,53,-1
"The Overnight",2015,6.1,65,1100000
"Pay the Ghost",2015,5.2,23,-1
"Extinction",2015,5.9,46,-1
"Maggie's Plan",2015,6.2,76,3351230
"Deathgasm",2015,6.3,65,-1
"The Survivalist",2015,6.4,80,-1
"The Assassin",2015,6.3,80,613556
"Vice",2015,4.2,17,-1
"The Hallow",2015,5.7,65,13906
"Telling Tales",2015,7.5,-1,-1
"Ashby",2015,6.4,46,4631
"Dil Dhadakne Do",2015,6.9,-1,-1
"Grandma",2015,6.7,77,6980421
"The Human Centipede III (Final Sequence)",2015,2.7,5,-1
"Final Girl",2015,4.7,-1,-1
"The Vatican Tapes",2015,4.8,38,1712111
"Momentum",2015,5.5,18,-1
"Home Sweet Hell",2015,5.4,22,-1
"Dheepan",2015,7.2,76,247597
"Infini",2015,5.4,-1,-1
"Pyaar Ka Punchnama 2",2015,7.3,-1,222856
"Parallels",2015,6.1,-1,-1
"Taxi Tehran",2015,7.3,91,321642
"Demonic",2015,5.3,-1,-1
"The Sea of Trees",2015,6.1,23,20083
"Emelie",2015,5.4,62,-1
"War Room",2015,6.5,26,67790117
"They Call Me Jeeg",2015,7.0,-1,-1
"Area 51",2015,4.2,30,-1
"The Second Mother",2015,7.8,82,375723
"Rams",2015,7.3,-1,141922
"RangiTaranga",2015,8.3,-1,-1
"Our Little Sister",2015,7.5,75,461263
"Limonata",2015,7.5,-1,-1
"The Clan",2015,7.0,73,186255
"N.H 10",2015,7.2,-1,-1
"Attack on Titan",2015,5.1,-1,449523
"Return to Sender",2015,5.1,23,-1
"Louder Than Bombs",2015,6.6,70,161789
"Tales of Halloween",2015,5.5,64,-1
"The Escort",2015,6.0,-1,-1
"I Spit on Your Grave: Vengeance is Mine",2015,5.2,-1,-1
"Air",2015,5.1,33,-1
"Howl",2015,5.4,-1,-1
"Freeheld",2015,6.6,50,532988
"Truman",2015,7.3,81,208799
"The Meddler",2015,6.3,68,4265673
"Brothers",2015,6.5,-1,266175
"Intruders",2015,5.7,39,-1
"Backtrack",2015,5.9,43,-1
"6 Years",2015,5.6,53,-1
"¡Que te den, profe! 2",2015,6.0,-1,-1
"MSG: The Messenger of God",2015,5.9,-1,-1
"Srimanthudu",2015,7.5,-1,-1
"Freaks of Nature",2015,5.9,-1,-1
"Mon Roi",2015,7.1,68,53809
"Rock the Kasbah",2015,5.5,29,2982281
"Holding the Man",2015,7.4,-1,-1
"Spare Parts",2015,7.3,50,3610933
"Bad Bromance",2015,5.0,-1,660994
"Jenny's Wedding",2015,5.5,33,2254
"Battle for Sevastopol",2015,7.1,-1,-1
"Men & Chicken",2015,6.7,64,30127
"Palm Trees in the Snow",2015,7.4,-1,-1
"The Miracle",2015,7.6,-1,-1
"Forsaken",2015,6.3,55,-1
"Synchronicity",2015,5.5,39,4267
"Extraction",2015,4.1,25,-1
"400 Days",2015,4.4,-1,-1
"Strange Magic",2015,5.8,25,12427046
"Queen of the Desert",2015,5.7,39,-1
"Visions",2015,5.3,-1,-1
"The Bronze",2015,6.1,44,615654
"The Perfect Guy",2015,5.6,36,57017904
"A War",2015,7.1,81,122902
"The Club",2015,7.2,73,29756
"Fourth Man Out",2015,6.7,43,-1
"Naomi and Ely's No Kiss List",2015,5.5,-1,-1
"Hell House LLC",2015,6.4,-1,-1
"Sweet Bean",2015,7.4,60,119949
"Miles Ahead",2015,6.4,64,2610719
"A Royal Night Out",2015,6.5,58,197973
"Ivy",2015,8.1,-1,-1
"Desierto",2015,6.0,51,1828933
"Man Down",2015,5.9,28,-1
"A Christmas Horror Story",2015,5.7,49,-1
"The Ones Below",2015,6.1,63,12089
"Dügün Dernek 2: Sünnet",2015,6.4,-1,-1
"Lazer Team",2015,5.6,42,1149878
"Chi-Raq",2015,5.7,77,2647377
"Delibal",2015,6.8,-1,-1
"Baskin",2015,5.8,58,-1
"Retribution",2015,6.6,-1,-1
"Go with Me",2015,5.3,-1,16458
"Admiral",2015,7.0,-1,-1
"Kill Your Friends",2015,6.0,45,-1
"Whispers",2015,4.3,-1,-1
"The Rezort",2015,5.3,-1,-1
"Strangerland",2015,5.2,42,17472
"Superfast!",2015,4.1,-1,-1
"Norm of the North",2015,3.4,21,17017118
"Muhammad: The Messenger of God",2015,7.5,-1,-1
"Moonwalkers",2015,6.1,39,-1
"Jeruzalem",2015,4.8,45,-1
"No Deposit",2015,5.1,-1,-1
"Phantom",2015,5.9,-1,207921
"MSG 2 the Messenger",2015,6.7,-1,-1
"Dead Rising",2015,5.2,-1,-1
"Criminal Activities",2015,5.8,51,-1
"13 Minutes",2015,7.0,58,161531
"Boruto: Naruto the Movie",2015,7.9,-1,-1
"Liza the Fox-Fairy",2015,7.6,-1,-1
"One Wild Moment",2015,6.3,-1,-1
"The Atticus Institute",2015,5.5,-1,-1
"Into the Grizzly Maze",2015,5.3,43,-1
"Kara Bela",2015,6.9,-1,-1
"Born to Be Blue",2015,6.9,64,830129
"People Places Things",2015,6.9,68,-1
"Yennai Arindhaal",2015,7.3,-1,-1
"Uppi 2",2015,8.0,-1,-1
"The Family Fang",2015,6.1,67,240067
"Worlds Apart",2015,7.4,61,-1
"Lila & Eve",2015,5.8,45,37934
"Accidental Love",2015,4.1,20,-1
"Fúsi",2015,7.4,-1,-1
"Krisha",2015,7.2,86,140779
"Ratter",2015,5.5,-1,-1
"Closet Monster",2015,7.0,81,41866
"Singh Is Bliing",2015,5.1,-1,919095
"Charlie",2015,7.9,-1,-1
"Life",2015,6.1,59,-1
"Careful What You Wish For",2015,5.7,32,-1
"Jem and the Holograms",2015,4.2,42,2184640
"Visaaranai",2015,8.5,-1,-1
"Puli",2015,4.4,-1,-1
"Do You Believe?",2015,6.1,22,12985267
"Roy",2015,3.3,-1,-1
"Hyena Road",2015,6.5,44,1430
"I'll See You in My Dreams",2015,6.7,75,7425963
"Mia Madre",2015,6.8,70,301664
"Shamitabh",2015,6.8,-1,241720
"April and the Extraordinary World",2015,7.3,85,294313
"They Look Like People",2015,5.9,-1,-1
"A Girl Like Her",2015,7.0,54,-1
"Staten Island Summer",2015,5.6,41,-1
"Curve",2015,5.5,-1,-1
"Reckless",2015,5.7,39,-1
"Woodlawn",2015,6.5,57,14393862
"Potato Salad",2015,1.3,-1,-1
"Tumbledown",2015,6.2,60,135026
"Ocho apellidos catalanes",2015,5.4,-1,-1
"The Bad Education Movie",2015,5.8,-1,-1
"Results",2015,5.4,73,103887
"The Lure",2015,6.3,72,98818
"Captive",2015,5.4,36,2557668
"Sicilian Vampire",2015,6.2,-1,-1
"Aferim!",2015,7.6,84,104706
"I Saw the Light",2015,5.8,47,1646468
"Évolution",2015,5.9,77,-1
"Terminus",2015,5.4,-1,-1
"Blind Date",2015,6.6,-1,-1
"Smosh: The Movie",2015,3.3,-1,-1
"Saat po long 2",2015,6.7,73,-1
"Pound of Flesh",2015,5.1,41,-1
"My All-American",2015,7.2,34,2246000
"3 Generations",2015,5.9,47,66371
"James White",2015,7.1,83,94464
"Aligarh",2015,7.8,-1,-1
"Manifesto",2015,6.6,72,143656
"Vedalam",2015,6.2,-1,-1
"Assassination",2015,7.3,64,1904682
"Every Thing Will Be Fine",2015,5.4,32,-1
"Lake Eerie",2015,4.8,-1,-1
"Temper",2015,7.4,-1,-1
"Queen of Earth",2015,6.3,77,78353
"Disorder",2015,6.2,66,12000
"Walt Before Mickey",2015,5.9,-1,-1
"Papanasam",2015,8.4,-1,-1
"Harbinger Down",2015,4.5,-1,-1
"Digging for Fire",2015,5.8,69,119364
"The Childhood of a Leader",2015,6.1,68,-1
"The Measure of a Man",2015,6.8,74,112061
"Hunterrr",2015,7.0,-1,-1
"I Am a Hero",2015,6.8,-1,-1
"Kis Kisko Pyaar Karoon",2015,5.7,-1,-1
"Nil Battey Sannata",2015,8.3,-1,-1
"Bombay Velvet",2015,5.6,-1,-1
"Wolf Totem",2015,6.7,58,210591
"Those People",2015,6.5,-1,-1
"Welcome Back",2015,4.2,-1,1388365
"Bound to Vengeance",2015,5.6,27,-1
"Tag",2015,6.1,-1,-1
"Capsule",2015,6.0,-1,-1
"The Asylum",2015,4.5,-1,-1
"Bloodsucking Bastards",2015,5.7,50,-1
"Any Body Can Dance 2",2015,5.4,-1,-1
"Martyrs",2015,4.0,22,-1
"10,000 Saints",2015,5.9,62,59333
"The Beauty Inside",2015,7.4,48,107004
"The Legend of Barney Thomson",2015,6.3,59,-1
"Hamari Adhuri Kahani",2015,6.7,-1,235361
"The Diabolical",2015,4.7,25,-1
"Veteran",2015,7.0,-1,1200627
"Babysitting 2",2015,6.4,-1,-1
"Android",2015,6.2,-1,-1
"Demon",2015,6.1,80,104038
"Already Tomorrow in Hong Kong",2015,6.5,54,-1
"All Roads Lead to Rome",2015,4.9,-1,-1
"Mountains May Depart",2015,6.9,79,80244
"The Runner",2015,4.7,39,-1
"Pressure",2015,5.6,-1,-1
"Shaandaar",2015,3.5,-1,433541
"I Am Michael",2015,5.6,56,-1
"Landmine Goes Click",2015,6.0,35,-1
"I Smile Back",2015,6.1,59,57678
"Marguerite",2015,7.0,76,496161
"1915",2015,4.3,-1,96682
"Waffle Street",2015,6.2,-1,-1
"1944",2015,7.1,-1,-1
"Don Verdean",2015,5.4,39,-1
"The Corpse of Anna Fritz",2015,5.9,-1,-1
"OK Kanmani",2015,7.4,-1,-1
"13 Cameras",2015,5.1,41,-1
"Cool Cat Saves the Kids",2015,4.0,-1,-1
"April 9th",2015,6.6,-1,-1
"Advantageous",2015,6.2,59,-1
"Parched",2015,7.5,67,-1
"Heidi",2015,7.5,-1,-1
"Hell and Back",2015,5.4,-1,156166
"The Tiger",2015,7.3,-1,-1
"The People vs. Fritz Bauer",2015,7.1,61,277636
"The Ardennes",2015,6.8,47,5638
"Life on the Line",2015,5.2,24,-1
"Stung",2015,5.1,46,-1
"Monster Hunt",2015,6.1,53,21074
"Diablo",2015,4.5,35,-1
"Off Course",2015,5.8,-1,-1
"The Daughter",2015,6.6,62,26376
"The Fits",2015,6.7,90,166425
"Ennu Ninte Moideen",2015,8.0,-1,67836
"The Boy",2015,5.5,45,-1
"The Fencer",2015,7.1,60,95543
"Husband Factor",2015,6.2,-1,-1
"Close Range",2015,5.0,-1,-1
"Pali Road",2015,7.2,38,-1
"The Great Gilly Hopkins",2015,6.5,47,-1
"Nina Forever",2015,5.6,75,-1
"Dark Moon Rising",2015,3.6,-1,-1
"Our Times",2015,7.4,-1,847020
"Most Likely to Die",2015,4.0,-1,-1
"The Benefactor",2015,5.1,40,-1
"Rahasya",2015,7.6,-1,-1
"Attack on Titan Part 2",2015,4.8,-1,305934
"Mojave",2015,5.2,41,-1
"Zhan lang",2015,5.4,-1,-1
"Bite",2015,4.9,57,-1
"Contracted: Phase II",2015,5.1,35,-1
"The Anthem of the Heart",2015,7.4,-1,-1
"Anesthesia",2015,6.1,55,22386
"Audacity",2015,3.9,-1,-1
"True Deception",2015,5.2,42,11287
"Septembers of Shiraz",2015,6.1,16,-1
"Klovn Forever",2015,6.2,57,-1
"Cemetery of Splendour",2015,6.8,-1,51765
"The Girl in the Book",2015,6.1,68,5249
"Two by Two",2015,5.8,-1,-1
"The Abandoned",2015,5.0,32,-1
"Deadpool",2016,8.0,65,363070709
"Captain America: Civil War",2016,7.8,75,408084349
"Batman v Superman: Dawn of Justice",2016,6.4,44,330360194
"Suicide Squad",2016,6.0,40,325100054
"Doctor Strange",2016,7.5,72,232641920
"Arrival",2016,7.9,81,100546139
"Rogue One",2016,7.8,65,532177324
"La La Land",2016,8.0,94,151101803
"Hacksaw Ridge",2016,8.1,71,67209615
"Zootropolis",2016,8.0,78,341268248
"Split",2016,7.3,62,138291365
"Fantastic Beasts and Where to Find Them",2016,7.3,66,234037575
"X-Men: Apocalypse",2016,6.9,52,155442489
"Passengers",2016,7.0,41,100014699
"10 Cloverfield Lane",2016,7.2,76,72082998
"The Nice Guys",2016,7.4,70,36261763
"Moonlight",2016,7.4,99,27850912
"Moana",2016,7.6,81,248757044
"The Accountant",2016,7.3,51,86260045
"The Jungle Book",2016,7.4,77,364001123
"Now You See Me 2",2016,6.5,46,65075540
"Manchester by the Sea",2016,7.8,96,47695120
"Warcraft: The Beginning",2016,6.8,32,47365290
"Finding Dory",2016,7.3,77,486295561
"Nocturnal Animals",2016,7.5,67,10639114
"Sully: Miracle on the Hudson",2016,7.4,74,125070033
"Star Trek Beyond",2016,7.1,68,158848340
"The Conjuring 2",2016,7.3,65,102470008
"Don't Breathe",2016,7.1,71,89217875
"Lion",2016,8.0,69,51739495
"Jason Bourne",2016,6.6,58,162434410
"Me Before You",2016,7.4,51,56245075
"Ghostbusters",2016,6.6,60,128344089
"Hell or High Water",2016,7.6,88,26862450
"Hidden Figures",2016,7.8,74,169607287
"Your Name.",2016,8.4,79,5017246
"Captain Fantastic",2016,7.9,72,5875006
"Assassin's Creed",2016,5.7,36,54647948
"The Magnificent Seven",2016,6.9,54,93432655
"The Secret Life of Pets",2016,6.5,61,368384330
"War Dogs",2016,7.1,57,43034523
"Sausage Party",2016,6.1,66,97685686
"The Promise",2016,6.0,49,-1
"The Girl on the Train",2016,6.5,48,75395035
"Independence Day: Resurgence",2016,5.2,32,103144286
"The Legend of Tarzan",2016,6.2,44,126643061
"Train to Busan",2016,7.6,72,2129768
"Central Intelligence",2016,6.3,52,127440871
"Inferno",2016,6.2,42,34343574
"Miss Peregrine's Home for Peculiar Children",2016,6.7,57,87242834
"Dangal",2016,8.4,-1,12391761
"Deepwater Horizon",2016,7.1,68,61433527
"London Has Fallen",2016,5.9,28,62678608
"Allied",2016,7.1,60,40098064
"Jack Reacher: Never Go Back",2016,6.1,47,58697076
"Snowden",2016,7.3,58,21587519
"The Invisible Guest",2016,8.1,-1,-1
"Kung Fu Panda 3",2016,7.1,66,143528619
"Sing",2016,7.1,59,270395425
"The Great Wall",2016,5.9,42,45540830
"Hail, Caesar!",2016,6.3,72,30080225
"The Founder",2016,7.2,66,12786053
"The Shallows",2016,6.3,59,55124043
"13 Hours",2016,7.3,48,52853219
"Kubo and the Two Strings",2016,7.8,84,48023088
"Nerve",2016,6.5,58,38583626
"Lights Out",2016,6.3,58,67268835
"Bad Moms",2016,6.2,60,113257297
"Bad Neighbours 2",2016,5.7,58,55455765
"Dirty Grandpa",2016,5.9,21,35593113
"The Handmaiden",2016,8.1,84,2006788
"Hunt for the Wilderpeople",2016,7.9,81,5202582
"Allegiant",2016,5.7,33,66184051
"Gods of Egypt",2016,5.4,25,31153464
"Swiss Army Man",2016,7.0,64,4208879
"Brothers in Arms",2016,8.8,-1,-1
"The Edge of Seventeen",2016,7.3,77,14431633
"Hush",2016,6.6,67,-1
"Why Him?",2016,6.2,39,60323786
"Silence",2016,7.2,79,7100177
"The 5th Wave",2016,5.2,33,34916787
"The Autopsy of Jane Doe",2016,6.8,65,-1
"The Huntsman: Winter's War",2016,6.1,35,48390190
"Fences",2016,7.2,79,57642961
"Money Monster",2016,6.5,55,41012075
"Grimsby",2016,6.2,44,6864016
"Alice Through the Looking Glass",2016,6.2,34,77042381
"Collateral Beauty",2016,6.8,23,31016021
"Patriots Day",2016,7.4,69,31886361
"The Purge: Election Year",2016,6.0,55,79213375
"A Cure for Wellness",2016,6.4,47,8106986
"Sing Street",2016,7.9,79,3237118
"Teenage Mutant Ninja Turtles: Out of the Shadows",2016,6.0,40,82051601
"The Neon Demon",2016,6.2,51,1333124
"Resident Evil: The Final Chapter",2016,5.5,49,26830068
"Mike and Dave Need Wedding Dates",2016,6.0,51,46007113
"How to Be Single",2016,6.1,51,46843513
"A Monster Calls",2016,7.5,76,3730982
"The Angry Birds Movie",2016,6.3,43,107509366
"The Boy",2016,6.0,42,35819556
"The Lost City of Z",2016,6.6,78,8580410
"The BFG",2016,6.4,66,55483770
"Mechanic: Resurrection",2016,5.7,38,21218403
"Midnight Special",2016,6.6,76,3707794
"Jackie",2016,6.7,81,13958679
"Trolls",2016,6.5,55,153707064
"Cafe Society",2016,6.6,64,11103205
"Underworld: Blood Wars",2016,5.8,23,30348260
"Paterson",2016,7.4,90,2141423
"Office Christmas Party",2016,5.8,42,54767494
"The Infiltrator",2016,7.0,66,15425870
"Bridget Jones's Baby",2016,6.5,59,24252420
"Triple 9",2016,6.3,52,12626905
"Zoolander 2",2016,4.7,34,28848693
"Miss Sloane",2016,7.5,64,3439171
"The Finest Hours",2016,6.8,58,27550735
"Elle",2016,7.1,89,-1
"Raw",2016,7.0,81,508425
"Blood Father",2016,6.4,66,-1
"Criminal",2016,6.3,36,14268533
"Colossal",2016,6.2,70,3021345
"The Fundamentals of Caring",2016,7.3,55,-1
"Keeping Up with the Joneses",2016,5.9,34,14896798
"Gold",2016,6.7,49,7222964
"Ice Age: Collision Course",2016,5.7,34,64063008
"Perfect Strangers",2016,7.8,-1,-1
"Storks",2016,6.8,56,72679278
"The Girl with All the Gifts",2016,6.6,67,-1
"Popstar: Never Stop Never Stopping",2016,6.7,68,9393835
"Pete's Dragon",2016,6.7,71,76233151
"Ouija: Origin of Evil",2016,6.1,65,34904885
"Ride Along 2",2016,5.9,32,91221830
"I, Daniel Blake",2016,7.9,78,258168
"Airlift",2016,8.0,-1,-1
"Live by Night",2016,6.4,49,10378555
"Spectral",2016,6.3,-1,-1
"Free State of Jones",2016,6.9,53,20758378
"Everybody Wants Some!!",2016,6.9,83,3369431
"The Light Between Oceans",2016,7.2,60,12545979
"Pride and Prejudice and Zombies",2016,5.8,45,10907291
"Florence Foster Jenkins",2016,6.8,71,27370107
"The Salesman",2016,7.8,85,2402067
"The Wailing",2016,7.5,81,-1
"Whiskey Tango Foxtrot",2016,6.6,57,23049575
"Batman: The Killing Joke",2016,6.4,-1,3775000
"Keanu",2016,6.3,63,20566327
"A Silent Voice",2016,8.1,78,-1
"Toni Erdmann",2016,7.4,93,1478960
"The Belko Experiment",2016,6.1,44,10164675
"Anthropoid",2016,7.2,59,2959288
"The Boss",2016,5.4,40,63034755
"Fan",2016,7.0,-1,1357212
"Imperium",2016,6.5,68,-1
"Free Fire",2016,6.4,63,1798472
"Ben-Hur",2016,5.7,38,26410477
"Blair Witch",2016,5.0,47,20777061
"A Hologram for the King",2016,6.1,58,4198126
"The Do-Over",2016,5.7,22,-1
"The Forest",2016,4.8,34,26583369
"20th Century Women",2016,7.3,83,5663855
"Before I Wake",2016,6.2,68,-1
"Morgan",2016,5.8,48,3912052
"M.S. Dhoni: The Untold Story",2016,7.8,-1,1782795
"Pink",2016,8.1,-1,1241223
"American Honey",2016,7.0,80,662786
"Bastille Day",2016,6.3,48,39000
"Sultan",2016,7.0,-1,6200000
"Brimstone",2016,7.1,45,-1
"Personal Shopper",2016,6.1,77,1305195
"Dear Zindagi",2016,7.6,-1,1397133
"Meet the Blacks",2016,4.8,26,9093856
"The Choice",2016,6.6,26,18709066
"ARQ",2016,6.4,-1,-1
"Race",2016,7.1,56,19097994
"Mother's Day",2016,5.7,18,32463917
"Loving",2016,7.0,79,7696098
"The Siege of Jadotville",2016,7.2,-1,-1
"The Red Turtle",2016,7.5,86,920057
"The Void",2016,5.8,62,150372
"Better Watch Out",2016,6.5,67,20369
"Julieta",2016,7.1,73,1489848
"My Big Fat Greek Wedding 2",2016,6.0,37,59689605
"A Street Cat Named Bob",2016,7.4,54,35070
"Udta Punjab",2016,7.8,-1,-1
"The Bad Batch",2016,5.3,62,177680
"Mr. Church",2016,7.6,37,685143
"Cell",2016,4.3,38,-1
"Risen",2016,6.3,51,36874745
"Bleed for This",2016,6.8,62,4847865
"Friend Request",2016,5.3,31,3759046
"Under the Shadow",2016,6.9,83,30999
"The Whole Truth",2016,6.2,46,-1
"Rustom",2016,7.1,-1,1087419
"Kapoor & Sons",2016,7.7,-1,2607036
"Love & Friendship",2016,6.4,87,14013564
"Bad Santa 2",2016,5.6,38,17782178
"Mirror Game",2016,9.1,-1,-1
"Two Is a Family",2016,7.4,-1,-1
"Shin Godzilla",2016,6.8,67,1908028
"My Life as a Courgette",2016,7.8,85,292279
"Miracles from Heaven",2016,7.1,44,61693523
"Get a Job",2016,5.3,31,-1
"Billy Lynn's Long Halftime Walk",2016,6.2,53,1721524
"Neerja",2016,7.7,-1,1535234
"Nine Lives",2016,5.3,11,19637449
"Ae Dil Hai Mushkil",2016,5.8,40,4237741
"It's Only the End of the World",2016,6.9,48,-1
"Special Correspondents",2016,5.8,36,-1
"True Memoirs of an International Assassin",2016,5.9,37,-1
"Our Kind of Traitor",2016,6.2,57,3152725
"The Birth of a Nation",2016,6.4,69,15858754
"Kingsglaive: Final Fantasy XV",2016,6.8,35,233569
"Fifty Shades of Black",2016,3.5,28,11686940
"Ballerina",2016,6.8,48,24702560
"Lady Macbeth",2016,6.8,76,1129408
"Marauders",2016,5.5,42,-1
"Skiptrace",2016,5.7,50,1792
"Denial",2016,6.7,63,4072226
"The Limehouse Golem",2016,6.3,63,-1
"31",2016,5.1,35,779820
"David Brent: Life on the Road",2016,6.3,54,-1
"Max Steel",2016,4.6,22,3818664
"Aquarius",2016,7.5,88,285930
"Tallulah",2016,6.7,63,-1
"Genius",2016,6.6,56,1358018
"Their Finest",2016,6.8,76,3595841
"The Trust",2016,5.4,58,-1
"Crouching Tiger, Hidden Dragon: Sword of Destiny",2016,6.1,47,-1
"Brain on Fire",2016,6.6,34,-1
"Wazir",2016,7.1,-1,586028
"War on Everyone",2016,5.8,50,-1
"The Other Side of the Door",2016,5.3,41,2987063
"24",2016,7.8,-1,-1
"Don't Think Twice",2016,6.7,83,4417983
"Department Q: A Conspiracy of Faith",2016,7.0,-1,-1
"Pelé: Birth of a Legend",2016,7.2,39,27312
"Maudie",2016,7.6,65,6170998
"In a Valley of Violence",2016,6.0,64,50381
"The Good Neighbor",2016,6.3,32,-1
"The Monster",2016,5.4,69,-1
"Pet",2016,5.7,48,8004
"Mine",2016,5.9,40,-1
"Queen of Katwe",2016,7.4,73,8805918
"Wakefield",2016,6.3,62,259412
"Monster Trucks",2016,5.6,41,33370166
"American Pastoral",2016,6.1,43,541457
"Misconduct",2016,5.3,24,-1
"Hands of Stone",2016,6.6,54,4711736
"Collide",2016,5.7,33,2280004
"I.T.",2016,5.5,27,-1
"The Darkness",2016,4.4,27,10732841
"Blue Mountain State: The Rise of Thadland",2016,5.8,-1,-1
"A Dark Song",2016,6.2,71,-1
"Barbershop: A Fresh Cut",2016,5.9,67,54030051
"A United Kingdom",2016,6.9,65,3901302
"True Crimes",2016,4.8,24,-1
"Blue Jay",2016,7.3,69,5159
"Terrifier",2016,5.6,-1,-1
"Exposed",2016,4.3,23,-1
"I Am Not a Serial Killer",2016,6.2,54,-1
"Christine",2016,6.9,72,298484
"I Am Wrath",2016,5.4,-1,-1
